@relation att_3b01bcb8_0b14_4abf_b6f2_c1bfd384ba69

@attribute state {Bihar,Chhattisgarh,Arunachal_Pradesh,Assam,Andhra_Pradesh,Delhi,Gujarat,Haryana,Karnataka,'Madhya Pradesh',Maharashtra,Kerala,Odisha,Punjab,Manipur,Rajasthan,TamilNadu,Telangana,Uttar_Pradesh,West_Bengal,Uttarakhand,Chandigarh,Mizoram,Nagaland,Puducherry,Tripura,Jharkhand,Jammu_and_Kashmir,Meghalaya,'Himachal Pradesh'}
@attribute city string
@attribute pollutant_min numeric
@attribute pollutant_max numeric
@attribute pollutant_avg numeric

@data
Maharashtra,Pune,0.045454545454545456,0.2523076923076923,0.24
Maharashtra,Solapur,0.07575757575757576,0.13846153846153847,0.132
Maharashtra,Mumbai,0.007575757575757576,0.027692307692307693,0.016
Maharashtra,Nagpur,0.0,0.28307692307692306,0.244
Maharashtra,Ulhasnagar,0.030303030303030304,0.27384615384615385,0.26
Maharashtra,Nagpur,0.007575757575757576,0.2246153846153846,0.18
Maharashtra,Nanded,1.0,0.6061538461538462,0.532
Maharashtra,Pune,0.11363636363636363,0.046153846153846156,0.06
Maharashtra,'Navi Mumbai',0.015151515151515152,0.5138461538461538,0.624
Maharashtra,Mumbai,0.03787878787878788,0.018461538461538463,0.024
Odisha,Rairangpur,0.09090909090909091,0.12307692307692308,0.116
Odisha,Rourkela,0.06818181818181818,0.07692307692307693,0.072
Odisha,Rourkela,0.09090909090909091,0.21846153846153846,0.136
Odisha,Bhubaneswar,0.022727272727272728,0.5507692307692308,0.596
Odisha,Bileipada,0.17424242424242425,0.09230769230769231,0.104
Odisha,Brajrajnagar,0.07575757575757576,0.27076923076923076,0.26
Punjab,Amritsar,0.2878787878787879,0.18461538461538463,0.208
Punjab,Bathinda,0.17424242424242425,0.35384615384615387,0.24
Rajasthan,Bhilwara,0.1590909090909091,0.28923076923076924,0.316
Rajasthan,Bhiwadi,0.12121212121212122,0.1753846153846154,0.192
Rajasthan,Alwar,0.045454545454545456,0.12307692307692308,0.06
Rajasthan,Bundi,0.07575757575757576,0.2953846153846154,0.32
Rajasthan,Bharatpur,0.15151515151515152,0.24,0.248
Odisha,Tensa,0.07575757575757576,0.10153846153846154,0.108
Odisha,Keonjhar,0.23484848484848486,0.1723076923076923,0.212
TamilNadu,Salem,0.10606060606060606,0.04923076923076923,0.06
TamilNadu,Dindigul,0.13636363636363635,0.06461538461538462,0.076
TamilNadu,Ariyalur,0.06060606060606061,0.024615384615384615,0.032
Telangana,Hyderabad,0.3712121212121212,0.16,0.204
Rajasthan,Pratapgarh,0.4166666666666667,0.23692307692307693,0.268
Rajasthan,'Sawai Madhopur',0.19696969696969696,0.2523076923076923,0.248
TamilNadu,Chennai,0.022727272727272728,0.021538461538461538,0.024
Rajasthan,Jodhpur,0.11363636363636363,0.2123076923076923,0.196
TamilNadu,Pudukottai,0.08333333333333333,0.036923076923076927,0.048
TamilNadu,Ramanathapuram,0.09090909090909091,0.04,0.052
Rajasthan,Jalore,0.22727272727272727,0.3292307692307692,0.344
Uttar_Pradesh,Moradabad,0.015151515151515152,0.12615384615384614,0.112
Uttar_Pradesh,Moradabad,0.07575757575757576,0.033846153846153845,0.04
Uttar_Pradesh,Moradabad,0.11363636363636363,0.1076923076923077,0.084
Uttar_Pradesh,Moradabad,0.05303030303030303,0.024615384615384615,0.028
Uttar_Pradesh,Varanasi,0.0,0.006153846153846154,0.004
Uttar_Pradesh,Bareilly,0.25,0.18153846153846154,0.144
Uttar_Pradesh,Bulandshahr,0.0,0.036923076923076927,0.028
Telangana,Hyderabad,0.09848484848484848,0.04923076923076923,0.06
Telangana,Hyderabad,0.25,0.18461538461538463,0.208
Telangana,Hyderabad,0.17424242424242425,0.12,0.124
Telangana,Hyderabad,0.18181818181818182,0.10461538461538461,0.104
Uttarakhand,Dehradun,0.03787878787878788,0.08307692307692308,0.068
Uttar_Pradesh,Gorakhpur,0.12878787878787878,0.10461538461538461,0.092
Uttar_Pradesh,Agra,0.0,0.036923076923076927,0.012
Uttar_Pradesh,Agra,0.09848484848484848,0.043076923076923075,0.052
West_Bengal,Asansol,0.05303030303030303,0.13230769230769232,0.124
West_Bengal,Barrackpore,0.015151515151515152,0.31076923076923074,0.216
West_Bengal,Kolkata,0.03787878787878788,0.28,0.252
Bihar,Bhagalpur,0.022727272727272728,0.08307692307692308,0.084
Bihar,Buxar,0.11363636363636363,0.10153846153846154,0.088
Bihar,Patna,0.09090909090909091,0.04923076923076923,0.052
Bihar,Patna,0.07575757575757576,0.052307692307692305,0.052
Bihar,Patna,0.3333333333333333,0.15384615384615385,0.192
Bihar,Aurangabad,0.007575757575757576,0.13538461538461538,0.084
Bihar,Bhagalpur,0.12878787878787878,0.055384615384615386,0.072
Andhra_Pradesh,Tirupati,0.30303030303030304,0.12307692307692308,0.16
Andhra_Pradesh,Vijayawada,0.045454545454545456,0.2276923076923077,0.184
Andhra_Pradesh,Vijayawada,0.0,0.08615384615384615,0.076
Andhra_Pradesh,Vijayawada,0.03787878787878788,0.15384615384615385,0.148
Bihar,Gaya,0.09090909090909091,0.2,0.116
Bihar,Gaya,0.03787878787878788,0.3169230769230769,0.048
Andhra_Pradesh,Amaravati,0.022727272727272728,0.20307692307692307,0.208
Chandigarh,Chandigarh,0.05303030303030303,0.18769230769230769,0.132
Chhattisgarh,Korba,0.25,0.1076923076923077,0.136
Bihar,Araria,0.015151515151515152,0.11384615384615385,0.06
Delhi,Delhi,0.11363636363636363,0.06769230769230769,0.08
Delhi,Delhi,0.30303030303030304,0.28,0.3
Delhi,Delhi,0.18181818181818182,0.12615384615384614,0.132
Delhi,Delhi,0.045454545454545456,0.13538461538461538,0.1
Delhi,Delhi,0.17424242424242425,0.1076923076923077,0.108
Delhi,Delhi,0.06818181818181818,0.1076923076923077,0.084
Chhattisgarh,Raipur,0.25757575757575757,0.1723076923076923,0.192
Chhattisgarh,Tumidih,0.07575757575757576,0.13846153846153847,0.132
Delhi,Delhi,0.022727272727272728,0.2123076923076923,0.176
Delhi,Delhi,0.21212121212121213,0.15076923076923077,0.176
Delhi,Delhi,0.08333333333333333,0.055384615384615386,0.064
Delhi,Delhi,0.14393939393939395,0.06461538461538462,0.08
Delhi,Delhi,0.12878787878787878,0.13846153846153847,0.152
Gujarat,Ankleshwar,0.24242424242424243,0.11692307692307692,0.136
Gujarat,Nandesari,0.07575757575757576,0.13846153846153847,0.132
Karnataka,Madikeri,0.022727272727272728,0.015384615384615385,0.02
Karnataka,Mysuru,0.022727272727272728,0.27384615384615385,0.228
'Himachal Pradesh',Baddi,0.045454545454545456,0.2,0.136
Karnataka,Bengaluru,0.19696969696969696,0.15692307692307692,0.156
Gujarat,Ahmedabad,0.12878787878787878,0.32,0.336
Delhi,Delhi,0.21212121212121213,0.16307692307692306,0.172
Karnataka,Bengaluru,0.23484848484848486,0.09538461538461539,0.124
Karnataka,Bagalkot,0.06818181818181818,0.046153846153846156,0.06
Karnataka,Kalaburagi,0.015151515151515152,0.08615384615384615,0.076
Kerala,Thrissur,0.2196969696969697,0.09230769230769231,0.12
Karnataka,Udupi,0.14393939393939395,0.06769230769230769,0.084
Maharashtra,Mahad,0.030303030303030304,0.3723076923076923,0.156
Maharashtra,Malegaon,0.015151515151515152,0.2153846153846154,0.176
Maharashtra,Mira-Bhayandar,0.0,0.21846153846153846,0.148
Maharashtra,Kalyan,0.06060606060606061,0.06153846153846154,0.06
Maharashtra,Kolhapur,0.0,0.21846153846153846,0.212
Maharashtra,Ahmednagar,0.22727272727272727,0.6184615384615385,0.708
Maharashtra,Aurangabad,0.09090909090909091,0.28615384615384615,0.296
Karnataka,Ramanagara,0.09848484848484848,0.4646153846153846,0.604
Kerala,Thiruvananthapuram,0.06818181818181818,0.12307692307692308,0.1
Maharashtra,Solapur,0.045454545454545456,0.3353846153846154,0.3
Maharashtra,Pune,0.0,0.18769230769230769,0.176
Maharashtra,Pune,0.007575757575757576,0.16307692307692306,0.128
Maharashtra,Mumbai,0.11363636363636363,0.28307692307692306,0.26
Maharashtra,Pimpri-Chinchwad,0.0,0.19076923076923077,0.192
Maharashtra,'Navi Mumbai',0.015151515151515152,0.24923076923076923,0.216
Maharashtra,Nashik,0.045454545454545456,0.043076923076923075,0.048
Maharashtra,Mumbai,0.553030303030303,0.28615384615384615,0.34
Maharashtra,Pune,0.03787878787878788,0.3384615384615385,0.284
Maharashtra,Sangli,0.022727272727272728,0.2953846153846154,0.244
Punjab,Patiala,0.045454545454545456,0.04,0.04
Odisha,Balasore,0.007575757575757576,0.4553846153846154,0.444
Rajasthan,Dausa,0.007575757575757576,0.2523076923076923,0.2
Rajasthan,Dholpur,0.1893939393939394,0.18461538461538463,0.208
Rajasthan,Dungarpur,0.10606060606060606,0.4153846153846154,0.46
Rajasthan,Jaipur,0.06818181818181818,0.6061538461538462,0.64
Rajasthan,Nagaur,0.3409090909090909,0.3384615384615385,0.308
Rajasthan,Karauli,0.022727272727272728,0.2523076923076923,0.244
Rajasthan,Jodhpur,0.1893939393939394,0.4646153846153846,0.604
Rajasthan,Jaipur,0.07575757575757576,0.10153846153846154,0.076
Punjab,Ludhiana,0.06060606060606061,0.06153846153846154,0.052
TamilNadu,Thoothukudi,0.14393939393939395,0.07076923076923076,0.08
Telangana,Hyderabad,0.11363636363636363,0.12923076923076923,0.128
Telangana,Hyderabad,0.15151515151515152,0.14461538461538462,0.08
TamilNadu,Tirupur,0.03787878787878788,0.018461538461538463,0.024
TamilNadu,Coimbatore,0.0,0.29846153846153844,0.228
Uttar_Pradesh,Baghpat,0.08333333333333333,0.13846153846153847,0.14
Rajasthan,Rajsamand,0.1590909090909091,0.23692307692307693,0.252
TamilNadu,Chennai,0.030303030303030304,0.13538461538461538,0.096
TamilNadu,Chennai,0.045454545454545456,0.12923076923076923,0.116
TamilNadu,Kanchipuram,0.05303030303030303,0.024615384615384615,0.028
Uttar_Pradesh,Meerut,0.06818181818181818,0.09538461538461539,0.08
Uttar_Pradesh,Meerut,0.11363636363636363,0.15076923076923077,0.148
Uttar_Pradesh,Noida,0.022727272727272728,0.09846153846153846,0.084
West_Bengal,Howrah,0.06818181818181818,0.1723076923076923,0.144
Uttar_Pradesh,Hapur,0.07575757575757576,0.12307692307692308,0.084
West_Bengal,Durgapur,0.045454545454545456,0.23076923076923078,0.228
West_Bengal,Asansol,0.09848484848484848,0.2153846153846154,0.212
Uttar_Pradesh,Prayagraj,0.06818181818181818,0.043076923076923075,0.04
Uttar_Pradesh,Vrindavan,0.08333333333333333,0.036923076923076927,0.048
Uttar_Pradesh,Muzaffarnagar,0.045454545454545456,0.07692307692307693,0.072
West_Bengal,Howrah,0.007575757575757576,0.036923076923076927,0.032
West_Bengal,Howrah,0.07575757575757576,0.18153846153846154,0.16
West_Bengal,Kolkata,0.03787878787878788,0.24923076923076923,0.224
West_Bengal,Kolkata,0.03787878787878788,0.17846153846153845,0.156
